 ,Image,Area,X,Y,Perim.,Circ.,AR,Round,Solidity,Cutoff,Factor,Mass,xC,yC,xxVar,yyVar,xyVar,xSkew,ySkew,xKurt,yKurt,Orient.,Eccentr.,Hu0,Hu1,Hu2,Hu3,Hu4,Hu5,Hu6,Ext.,Disp.,Elong.,CutAngle
48,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,10123.967,1069.697,394.697,346.227,1.000,1.111,0.900,1.399,0,1,143820,1080.002,1161.361,1054.145,1098.570,-205.051,-0.582,-0.165,-0.906,-1.552,-48.091,24472104873.691,0.015,8.226E-6,2.880E-7,2.201E-7,1.668E-14,1.638E-11,-5.283E-14,4.837,4.557,0.280,50.589
49,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,121439.394,1376.515,252.273,1186.010,1.000,1.009,0.991,1.319,0,1,576810,1346.845,1296.383,11996.876,15815.165,-2652.114,0.325,0.013,-1.287,-1.620,-62.874,2.464E13,0.048,1.284E-4,1.302E-5,6.251E-6,-4.852E-11,-5.368E-8,2.874E-11,6.576,6.231,0.345,15.209
50,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,59458.219,606.061,284.091,800.085,1.000,1.182,0.846,1.895,0,1,531420,605.905,1259.041,4268.061,7955.560,2235.634,-0.024,0.045,-1.102,-1.486,64.756,1.785E13,0.023,1.189E-4,6.944E-7,6.528E-8,-1.247E-14,-1.775E-10,6.134E-15,5.764,5.020,0.744,69.262
51,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,52327.824,733.333,312.879,801.455,1.000,1.328,0.753,1.271,0,1,376635,734.218,1230.727,8295.293,4988.351,761.031,0.004,0.114,-1.610,-1.516,12.357,4.991E12,0.035,9.342E-5,8.619E-8,1.064E-7,-9.909E-15,-9.394E-10,2.389E-15,6.170,5.764,0.406,41.717
52,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,22681.359,1043.182,277.273,504.575,1.000,1.095,0.913,1.517,0,1,285345,1048.284,1267.168,2321.743,2590.703,97.296,-0.042,0.021,-1.559,-1.439,72.057,31446552433.894,0.017,1.354E-6,3.561E-7,2.294E-8,1.866E-15,-1.975E-11,-9.051E-16,4.880,4.782,0.098,45.995
53,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,74102.388,461.364,223.485,944.893,1.000,1.130,0.885,1.475,0,1,571710,439.338,1333.490,8757.256,7707.339,437.426,0.277,-0.109,-1.390,-1.448,19.902,1.068E12,0.029,5.714E-6,3.278E-7,3.896E-7,2.339E-14,6.060E-10,1.372E-13,5.643,5.523,0.120,55.198
54,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,41432.507,1156.061,203.030,769.656,0.879,2.043,0.490,1.315,0,1,428910,1156.846,1346.485,2414.506,9308.585,571.921,-0.036,0.017,-1.705,-1.406,85.290,2.095E13,0.027,2.655E-4,2.033E-7,3.132E-8,-1.809E-15,-4.617E-10,-1.724E-15,6.127,5.136,0.991,65.141
55,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,17906.336,897.727,245.455,464.015,1.000,1.387,0.721,1.318,0,1,243780,898.591,1303.577,1662.047,3067.290,-12.173,-0.066,0.134,-1.567,-1.562,-89.504,481538436828.067,0.019,3.324E-5,2.803E-8,5.260E-8,1.848E-15,2.164E-10,-8.155E-16,5.333,4.891,0.442,48.073
56,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,18863.636,64.394,246.212,515.467,0.892,1.193,0.838,1.212,0,1,182325,79.906,1295.235,1191.167,2979.052,291.782,-0.421,0.250,-0.883,-1.653,80.962,644898502308.349,0.023,1.064E-4,2.486E-6,6.515E-7,-5.752E-13,-5.326E-9,-5.971E-13,5.733,5.032,0.701,22.200
57,MAX_File_172_03-08-19_KM1-Mid2_CGRP-g_Hu-b_Syp-r.lif - 10X _ProjMax001_AdjustClr001-watershed-lines.tif,6365.932,970.455,279.545,265.664,1.000,1.255,0.797,1.575,0,1,109140,967.892,1268.656,866.306,498.051,162.557,0.136,0.138,-1.528,-1.287,20.720,26336699700.900,0.013,2.026E-5,9.665E-8,3.508E-8,-1.897E-16,4.756E-11,-2.034E-15,4.768,4.224,0.544,52.234
